"region","technology","year","capacity.factor.region"
"Europe_Eastern","rooftop_pv",2015,0.162879869293459
"Europe_Non_EU","rooftop_pv",2015,0.219534769437492
"European Free Trade Association","rooftop_pv",2015,0.109905752008991
"India","rooftop_pv",2015,0.247360718865892
"Indonesia","rooftop_pv",2015,0.231764576189658
"Japan","rooftop_pv",2015,0.18912205972257
"Mexico","rooftop_pv",2015,0.268432483099031
"Middle East","rooftop_pv",2015,0.273721280338651
"Pakistan","rooftop_pv",2015,0.259618517029136
"Russia","rooftop_pv",2015,0.130216351736842
"South Africa","rooftop_pv",2015,0.27614644654131
"South America_Northern","rooftop_pv",2015,0.243079328743256
"South America_Southern","rooftop_pv",2015,0.240659276187326
"South Asia","rooftop_pv",2015,0.254785619544027
"South Korea","rooftop_pv",2015,0.209226928209402
"Southeast Asia","rooftop_pv",2015,0.237728709397688
"Taiwan","rooftop_pv",2015,0.199958443018159
"Argentina","rooftop_pv",2015,0.232851931752879
"Colombia","rooftop_pv",2015,0.218840056417965
"USA","rooftop_pv",2020,0.200000279262481
"Africa_Eastern","rooftop_pv",2020,0.282363715819185
"Africa_Northern","rooftop_pv",2020,0.280199153483032
"Africa_Southern","rooftop_pv",2020,0.275541761511851
"Africa_Western","rooftop_pv",2020,0.273568227235575
"Australia_NZ","rooftop_pv",2020,0.272521652317379
"Brazil","rooftop_pv",2020,0.246714494119666
"Canada","rooftop_pv",2020,0.12978073368063
"Central America and Caribbean","rooftop_pv",2020,0.251332170317252
"Central Asia","rooftop_pv",2020,0.214675695004816
"China","rooftop_pv",2020,0.239885029426934
"EU-12","rooftop_pv",2020,0.16551956929014
"EU-15","rooftop_pv",2020,0.183181868960465
"Europe_Eastern","rooftop_pv",2020,0.162879869293459
"Europe_Non_EU","rooftop_pv",2020,0.219534769437492
"European Free Trade Association","rooftop_pv",2020,0.109905752008991
"India","rooftop_pv",2020,0.247360718865892
"Indonesia","rooftop_pv",2020,0.231764576189658
"Japan","rooftop_pv",2020,0.18912205972257
"Mexico","rooftop_pv",2020,0.268432483099031
"Middle East","rooftop_pv",2020,0.273721280338651
"Pakistan","rooftop_pv",2020,0.259618517029136
"Russia","rooftop_pv",2020,0.130216351736842
"South Africa","rooftop_pv",2020,0.27614644654131
"South America_Northern","rooftop_pv",2020,0.243079328743256
"South America_Southern","rooftop_pv",2020,0.240659276187326
"South Asia","rooftop_pv",2020,0.254785619544027
"South Korea","rooftop_pv",2020,0.209226928209402
"Southeast Asia","rooftop_pv",2020,0.237728709397688
"Taiwan","rooftop_pv",2020,0.199958443018159
"Argentina","rooftop_pv",2020,0.232851931752879
"Colombia","rooftop_pv",2020,0.218840056417965
"USA","rooftop_pv",2025,0.200000279262481
"Africa_Eastern","rooftop_pv",2025,0.282363715819185
"Africa_Northern","rooftop_pv",2025,0.280199153483032
"Africa_Southern","rooftop_pv",2025,0.275541761511851
"Africa_Western","rooftop_pv",2025,0.273568227235575
"Australia_NZ","rooftop_pv",2025,0.272521652317379
"Brazil","rooftop_pv",2025,0.246714494119666
"Canada","rooftop_pv",2025,0.12978073368063
"Central America and Caribbean","rooftop_pv",2025,0.251332170317252
"Central Asia","rooftop_pv",2025,0.214675695004816
"China","rooftop_pv",2025,0.239885029426934
"EU-12","rooftop_pv",2025,0.16551956929014
"EU-15","rooftop_pv",2025,0.183181868960465
"Europe_Eastern","rooftop_pv",2025,0.162879869293459
"Europe_Non_EU","rooftop_pv",2025,0.219534769437492
"European Free Trade Association","rooftop_pv",2025,0.109905752008991
"India","rooftop_pv",2025,0.247360718865892
"Indonesia","rooftop_pv",2025,0.231764576189658
"Japan","rooftop_pv",2025,0.18912205972257
"Mexico","rooftop_pv",2025,0.268432483099031
"Middle East","rooftop_pv",2025,0.273721280338651
"Pakistan","rooftop_pv",2025,0.259618517029136
"Russia","rooftop_pv",2025,0.130216351736842
"South Africa","rooftop_pv",2025,0.27614644654131
"South America_Northern","rooftop_pv",2025,0.243079328743256
"South America_Southern","rooftop_pv",2025,0.240659276187326
"South Asia","rooftop_pv",2025,0.254785619544027
"South Korea","rooftop_pv",2025,0.209226928209402
"Southeast Asia","rooftop_pv",2025,0.237728709397688
"Taiwan","rooftop_pv",2025,0.199958443018159
"Argentina","rooftop_pv",2025,0.232851931752879
"Colombia","rooftop_pv",2025,0.218840056417965
"USA","rooftop_pv",2030,0.200000279262481
"Africa_Eastern","rooftop_pv",2030,0.282363715819185
"Africa_Northern","rooftop_pv",2030,0.280199153483032
"Africa_Southern","rooftop_pv",2030,0.275541761511851
"Africa_Western","rooftop_pv",2030,0.273568227235575
"Australia_NZ","rooftop_pv",2030,0.272521652317379
"Brazil","rooftop_pv",2030,0.246714494119666
"Canada","rooftop_pv",2030,0.12978073368063
"Central America and Caribbean","rooftop_pv",2030,0.251332170317252
"Central Asia","rooftop_pv",2030,0.214675695004816
"China","rooftop_pv",2030,0.239885029426934
"EU-12","rooftop_pv",2030,0.16551956929014
"EU-15","rooftop_pv",2030,0.183181868960465
"Europe_Eastern","rooftop_pv",2030,0.162879869293459
"Europe_Non_EU","rooftop_pv",2030,0.219534769437492
"European Free Trade Association","rooftop_pv",2030,0.109905752008991
"India","rooftop_pv",2030,0.247360718865892
"Indonesia","rooftop_pv",2030,0.231764576189658
"Japan","rooftop_pv",2030,0.18912205972257
"Mexico","rooftop_pv",2030,0.268432483099031
"Middle East","rooftop_pv",2030,0.273721280338651
"Pakistan","rooftop_pv",2030,0.259618517029136
"Russia","rooftop_pv",2030,0.130216351736842
"South Africa","rooftop_pv",2030,0.27614644654131
"South America_Northern","rooftop_pv",2030,0.243079328743256
"South America_Southern","rooftop_pv",2030,0.240659276187326
"South Asia","rooftop_pv",2030,0.254785619544027
"South Korea","rooftop_pv",2030,0.209226928209402
"Southeast Asia","rooftop_pv",2030,0.237728709397688
"Taiwan","rooftop_pv",2030,0.199958443018159
"Argentina","rooftop_pv",2030,0.232851931752879
"Colombia","rooftop_pv",2030,0.218840056417965
"USA","rooftop_pv",2035,0.200000279262481
"Africa_Eastern","rooftop_pv",2035,0.282363715819185
"Africa_Northern","rooftop_pv",2035,0.280199153483032
"Africa_Southern","rooftop_pv",2035,0.275541761511851
"Africa_Western","rooftop_pv",2035,0.273568227235575
"Australia_NZ","rooftop_pv",2035,0.272521652317379
"Brazil","rooftop_pv",2035,0.246714494119666
"Canada","rooftop_pv",2035,0.12978073368063
"Central America and Caribbean","rooftop_pv",2035,0.251332170317252
"Central Asia","rooftop_pv",2035,0.214675695004816
"China","rooftop_pv",2035,0.239885029426934
"EU-12","rooftop_pv",2035,0.16551956929014
"EU-15","rooftop_pv",2035,0.183181868960465
"Europe_Eastern","rooftop_pv",2035,0.162879869293459
"Europe_Non_EU","rooftop_pv",2035,0.219534769437492
"European Free Trade Association","rooftop_pv",2035,0.109905752008991
"India","rooftop_pv",2035,0.247360718865892
"Indonesia","rooftop_pv",2035,0.231764576189658
"Japan","rooftop_pv",2035,0.18912205972257
"Mexico","rooftop_pv",2035,0.268432483099031
"Middle East","rooftop_pv",2035,0.273721280338651
"Pakistan","rooftop_pv",2035,0.259618517029136
"Russia","rooftop_pv",2035,0.130216351736842
"South Africa","rooftop_pv",2035,0.27614644654131
"South America_Northern","rooftop_pv",2035,0.243079328743256
"South America_Southern","rooftop_pv",2035,0.240659276187326
"South Asia","rooftop_pv",2035,0.254785619544027
"South Korea","rooftop_pv",2035,0.209226928209402
"Southeast Asia","rooftop_pv",2035,0.237728709397688
"Taiwan","rooftop_pv",2035,0.199958443018159
"Argentina","rooftop_pv",2035,0.232851931752879
"Colombia","rooftop_pv",2035,0.218840056417965
"USA","rooftop_pv",2040,0.200000279262481
"Africa_Eastern","rooftop_pv",2040,0.282363715819185
"Africa_Northern","rooftop_pv",2040,0.280199153483032
"Africa_Southern","rooftop_pv",2040,0.275541761511851
"Africa_Western","rooftop_pv",2040,0.273568227235575
"Australia_NZ","rooftop_pv",2040,0.272521652317379
"Brazil","rooftop_pv",2040,0.246714494119666
"Canada","rooftop_pv",2040,0.12978073368063
"Central America and Caribbean","rooftop_pv",2040,0.251332170317252
"Central Asia","rooftop_pv",2040,0.214675695004816
"China","rooftop_pv",2040,0.239885029426934
"EU-12","rooftop_pv",2040,0.16551956929014
"EU-15","rooftop_pv",2040,0.183181868960465
"Europe_Eastern","rooftop_pv",2040,0.162879869293459
"Europe_Non_EU","rooftop_pv",2040,0.219534769437492
"European Free Trade Association","rooftop_pv",2040,0.109905752008991
"India","rooftop_pv",2040,0.247360718865892
"Indonesia","rooftop_pv",2040,0.231764576189658
"Japan","rooftop_pv",2040,0.18912205972257
"Mexico","rooftop_pv",2040,0.268432483099031
"Middle East","rooftop_pv",2040,0.273721280338651
"Pakistan","rooftop_pv",2040,0.259618517029136
"Russia","rooftop_pv",2040,0.130216351736842
"South Africa","rooftop_pv",2040,0.27614644654131
"South America_Northern","rooftop_pv",2040,0.243079328743256
"South America_Southern","rooftop_pv",2040,0.240659276187326
"South Asia","rooftop_pv",2040,0.254785619544027
"South Korea","rooftop_pv",2040,0.209226928209402
"Southeast Asia","rooftop_pv",2040,0.237728709397688
"Taiwan","rooftop_pv",2040,0.199958443018159
"Argentina","rooftop_pv",2040,0.232851931752879
"Colombia","rooftop_pv",2040,0.218840056417965
"USA","rooftop_pv",2045,0.200000279262481
"Africa_Eastern","rooftop_pv",2045,0.282363715819185
"Africa_Northern","rooftop_pv",2045,0.280199153483032
"Africa_Southern","rooftop_pv",2045,0.275541761511851
"Africa_Western","rooftop_pv",2045,0.273568227235575
"Australia_NZ","rooftop_pv",2045,0.272521652317379
"Brazil","rooftop_pv",2045,0.246714494119666
"Canada","rooftop_pv",2045,0.12978073368063
"Central America and Caribbean","rooftop_pv",2045,0.251332170317252
"Central Asia","rooftop_pv",2045,0.214675695004816
"China","rooftop_pv",2045,0.239885029426934
"EU-12","rooftop_pv",2045,0.16551956929014
"EU-15","rooftop_pv",2045,0.183181868960465
"Europe_Eastern","rooftop_pv",2045,0.162879869293459
"Europe_Non_EU","rooftop_pv",2045,0.219534769437492
"European Free Trade Association","rooftop_pv",2045,0.109905752008991
"India","rooftop_pv",2045,0.247360718865892
"Indonesia","rooftop_pv",2045,0.231764576189658
"Japan","rooftop_pv",2045,0.18912205972257
"Mexico","rooftop_pv",2045,0.268432483099031
"Middle East","rooftop_pv",2045,0.273721280338651
"Pakistan","rooftop_pv",2045,0.259618517029136
"Russia","rooftop_pv",2045,0.130216351736842
"South Africa","rooftop_pv",2045,0.27614644654131
"South America_Northern","rooftop_pv",2045,0.243079328743256
"South America_Southern","rooftop_pv",2045,0.240659276187326
"South Asia","rooftop_pv",2045,0.254785619544027
"South Korea","rooftop_pv",2045,0.209226928209402
"Southeast Asia","rooftop_pv",2045,0.237728709397688
"Taiwan","rooftop_pv",2045,0.199958443018159
"Argentina","rooftop_pv",2045,0.232851931752879
"Colombia","rooftop_pv",2045,0.218840056417965
"USA","rooftop_pv",2050,0.200000279262481
"Africa_Eastern","rooftop_pv",2050,0.282363715819185
"Africa_Northern","rooftop_pv",2050,0.280199153483032
"Africa_Southern","rooftop_pv",2050,0.275541761511851
"Africa_Western","rooftop_pv",2050,0.273568227235575
"Australia_NZ","rooftop_pv",2050,0.272521652317379
"Brazil","rooftop_pv",2050,0.246714494119666
"Canada","rooftop_pv",2050,0.12978073368063
"Central America and Caribbean","rooftop_pv",2050,0.251332170317252
"Central Asia","rooftop_pv",2050,0.214675695004816
"China","rooftop_pv",2050,0.239885029426934
"EU-12","rooftop_pv",2050,0.16551956929014
"EU-15","rooftop_pv",2050,0.183181868960465
"Europe_Eastern","rooftop_pv",2050,0.162879869293459
"Europe_Non_EU","rooftop_pv",2050,0.219534769437492
"European Free Trade Association","rooftop_pv",2050,0.109905752008991
"India","rooftop_pv",2050,0.247360718865892
"Indonesia","rooftop_pv",2050,0.231764576189658
"Japan","rooftop_pv",2050,0.18912205972257
"Mexico","rooftop_pv",2050,0.268432483099031
"Middle East","rooftop_pv",2050,0.273721280338651
"Pakistan","rooftop_pv",2050,0.259618517029136
"Russia","rooftop_pv",2050,0.130216351736842
"South Africa","rooftop_pv",2050,0.27614644654131
"South America_Northern","rooftop_pv",2050,0.243079328743256
"South America_Southern","rooftop_pv",2050,0.240659276187326
"South Asia","rooftop_pv",2050,0.254785619544027
"South Korea","rooftop_pv",2050,0.209226928209402
"Southeast Asia","rooftop_pv",2050,0.237728709397688
"Taiwan","rooftop_pv",2050,0.199958443018159
"Argentina","rooftop_pv",2050,0.232851931752879
"Colombia","rooftop_pv",2050,0.218840056417965
"USA","rooftop_pv",2055,0.200000279262481
"Africa_Eastern","rooftop_pv",2055,0.282363715819185
"Africa_Northern","rooftop_pv",2055,0.280199153483032
"Africa_Southern","rooftop_pv",2055,0.275541761511851
"Africa_Western","rooftop_pv",2055,0.273568227235575
"Australia_NZ","rooftop_pv",2055,0.272521652317379
"Brazil","rooftop_pv",2055,0.246714494119666
"Canada","rooftop_pv",2055,0.12978073368063
"Central America and Caribbean","rooftop_pv",2055,0.251332170317252
"Central Asia","rooftop_pv",2055,0.214675695004816
"China","rooftop_pv",2055,0.239885029426934
"EU-12","rooftop_pv",2055,0.16551956929014
"EU-15","rooftop_pv",2055,0.183181868960465
"Europe_Eastern","rooftop_pv",2055,0.162879869293459
"Europe_Non_EU","rooftop_pv",2055,0.219534769437492
"European Free Trade Association","rooftop_pv",2055,0.109905752008991
"India","rooftop_pv",2055,0.247360718865892
"Indonesia","rooftop_pv",2055,0.231764576189658
"Japan","rooftop_pv",2055,0.18912205972257
"Mexico","rooftop_pv",2055,0.268432483099031
"Middle East","rooftop_pv",2055,0.273721280338651
"Pakistan","rooftop_pv",2055,0.259618517029136
"Russia","rooftop_pv",2055,0.130216351736842
"South Africa","rooftop_pv",2055,0.27614644654131
"South America_Northern","rooftop_pv",2055,0.243079328743256
"South America_Southern","rooftop_pv",2055,0.240659276187326
"South Asia","rooftop_pv",2055,0.254785619544027
"South Korea","rooftop_pv",2055,0.209226928209402
"Southeast Asia","rooftop_pv",2055,0.237728709397688
"Taiwan","rooftop_pv",2055,0.199958443018159
"Argentina","rooftop_pv",2055,0.232851931752879
"Colombia","rooftop_pv",2055,0.218840056417965
"USA","rooftop_pv",2060,0.200000279262481
"Africa_Eastern","rooftop_pv",2060,0.282363715819185
"Africa_Northern","rooftop_pv",2060,0.280199153483032
"Africa_Southern","rooftop_pv",2060,0.275541761511851
"Africa_Western","rooftop_pv",2060,0.273568227235575
"Australia_NZ","rooftop_pv",2060,0.272521652317379
"Brazil","rooftop_pv",2060,0.246714494119666
"Canada","rooftop_pv",2060,0.12978073368063
"Central America and Caribbean","rooftop_pv",2060,0.251332170317252
"Central Asia","rooftop_pv",2060,0.214675695004816
"China","rooftop_pv",2060,0.239885029426934
"EU-12","rooftop_pv",2060,0.16551956929014
"EU-15","rooftop_pv",2060,0.183181868960465
"Europe_Eastern","rooftop_pv",2060,0.162879869293459
"Europe_Non_EU","rooftop_pv",2060,0.219534769437492
"European Free Trade Association","rooftop_pv",2060,0.109905752008991
"India","rooftop_pv",2060,0.247360718865892
"Indonesia","rooftop_pv",2060,0.231764576189658
"Japan","rooftop_pv",2060,0.18912205972257
"Mexico","rooftop_pv",2060,0.268432483099031
"Middle East","rooftop_pv",2060,0.273721280338651
"Pakistan","rooftop_pv",2060,0.259618517029136
"Russia","rooftop_pv",2060,0.130216351736842
"South Africa","rooftop_pv",2060,0.27614644654131
"South America_Northern","rooftop_pv",2060,0.243079328743256
"South America_Southern","rooftop_pv",2060,0.240659276187326
"South Asia","rooftop_pv",2060,0.254785619544027
"South Korea","rooftop_pv",2060,0.209226928209402
"Southeast Asia","rooftop_pv",2060,0.237728709397688
"Taiwan","rooftop_pv",2060,0.199958443018159
"Argentina","rooftop_pv",2060,0.232851931752879
"Colombia","rooftop_pv",2060,0.218840056417965
"USA","rooftop_pv",2065,0.200000279262481
"Africa_Eastern","rooftop_pv",2065,0.282363715819185
"Africa_Northern","rooftop_pv",2065,0.280199153483032
"Africa_Southern","rooftop_pv",2065,0.275541761511851
"Africa_Western","rooftop_pv",2065,0.273568227235575
"Australia_NZ","rooftop_pv",2065,0.272521652317379
"Brazil","rooftop_pv",2065,0.246714494119666
"Canada","rooftop_pv",2065,0.12978073368063
"Central America and Caribbean","rooftop_pv",2065,0.251332170317252
"Central Asia","rooftop_pv",2065,0.214675695004816
"China","rooftop_pv",2065,0.239885029426934
"EU-12","rooftop_pv",2065,0.16551956929014
"EU-15","rooftop_pv",2065,0.183181868960465
"Europe_Eastern","rooftop_pv",2065,0.162879869293459
"Europe_Non_EU","rooftop_pv",2065,0.219534769437492
"European Free Trade Association","rooftop_pv",2065,0.109905752008991
"India","rooftop_pv",2065,0.247360718865892
"Indonesia","rooftop_pv",2065,0.231764576189658
"Japan","rooftop_pv",2065,0.18912205972257
"Mexico","rooftop_pv",2065,0.268432483099031
"Middle East","rooftop_pv",2065,0.273721280338651
"Pakistan","rooftop_pv",2065,0.259618517029136
"Russia","rooftop_pv",2065,0.130216351736842
"South Africa","rooftop_pv",2065,0.27614644654131
"South America_Northern","rooftop_pv",2065,0.243079328743256
"South America_Southern","rooftop_pv",2065,0.240659276187326
"South Asia","rooftop_pv",2065,0.254785619544027
"South Korea","rooftop_pv",2065,0.209226928209402
"Southeast Asia","rooftop_pv",2065,0.237728709397688
"Taiwan","rooftop_pv",2065,0.199958443018159
"Argentina","rooftop_pv",2065,0.232851931752879
"Colombia","rooftop_pv",2065,0.218840056417965
"USA","rooftop_pv",2070,0.200000279262481
"Africa_Eastern","rooftop_pv",2070,0.282363715819185
"Africa_Northern","rooftop_pv",2070,0.280199153483032
"Africa_Southern","rooftop_pv",2070,0.275541761511851
"Africa_Western","rooftop_pv",2070,0.273568227235575
"Australia_NZ","rooftop_pv",2070,0.272521652317379
"Brazil","rooftop_pv",2070,0.246714494119666
"Canada","rooftop_pv",2070,0.12978073368063
"Central America and Caribbean","rooftop_pv",2070,0.251332170317252
"Central Asia","rooftop_pv",2070,0.214675695004816
"China","rooftop_pv",2070,0.239885029426934
"EU-12","rooftop_pv",2070,0.16551956929014
"EU-15","rooftop_pv",2070,0.183181868960465
"Europe_Eastern","rooftop_pv",2070,0.162879869293459
"Europe_Non_EU","rooftop_pv",2070,0.219534769437492
"European Free Trade Association","rooftop_pv",2070,0.109905752008991
"India","rooftop_pv",2070,0.247360718865892
"Indonesia","rooftop_pv",2070,0.231764576189658
"Japan","rooftop_pv",2070,0.18912205972257
"Mexico","rooftop_pv",2070,0.268432483099031
"Middle East","rooftop_pv",2070,0.273721280338651
"Pakistan","rooftop_pv",2070,0.259618517029136
"Russia","rooftop_pv",2070,0.130216351736842
"South Africa","rooftop_pv",2070,0.27614644654131
"South America_Northern","rooftop_pv",2070,0.243079328743256
"South America_Southern","rooftop_pv",2070,0.240659276187326
"South Asia","rooftop_pv",2070,0.254785619544027
"South Korea","rooftop_pv",2070,0.209226928209402
"Southeast Asia","rooftop_pv",2070,0.237728709397688
"Taiwan","rooftop_pv",2070,0.199958443018159
"Argentina","rooftop_pv",2070,0.232851931752879
"Colombia","rooftop_pv",2070,0.218840056417965
"USA","rooftop_pv",2075,0.200000279262481
"Africa_Eastern","rooftop_pv",2075,0.282363715819185
"Africa_Northern","rooftop_pv",2075,0.280199153483032
"Africa_Southern","rooftop_pv",2075,0.275541761511851
"Africa_Western","rooftop_pv",2075,0.273568227235575
"Australia_NZ","rooftop_pv",2075,0.272521652317379
"Brazil","rooftop_pv",2075,0.246714494119666
"Canada","rooftop_pv",2075,0.12978073368063
"Central America and Caribbean","rooftop_pv",2075,0.251332170317252
"Central Asia","rooftop_pv",2075,0.214675695004816
"China","rooftop_pv",2075,0.239885029426934
"EU-12","rooftop_pv",2075,0.16551956929014
"EU-15","rooftop_pv",2075,0.183181868960465
"Europe_Eastern","rooftop_pv",2075,0.162879869293459
"Europe_Non_EU","rooftop_pv",2075,0.219534769437492
"European Free Trade Association","rooftop_pv",2075,0.109905752008991
"India","rooftop_pv",2075,0.247360718865892
"Indonesia","rooftop_pv",2075,0.231764576189658
"Japan","rooftop_pv",2075,0.18912205972257
"Mexico","rooftop_pv",2075,0.268432483099031
"Middle East","rooftop_pv",2075,0.273721280338651
"Pakistan","rooftop_pv",2075,0.259618517029136
"Russia","rooftop_pv",2075,0.130216351736842
"South Africa","rooftop_pv",2075,0.27614644654131
"South America_Northern","rooftop_pv",2075,0.243079328743256
"South America_Southern","rooftop_pv",2075,0.240659276187326
"South Asia","rooftop_pv",2075,0.254785619544027
"South Korea","rooftop_pv",2075,0.209226928209402
"Southeast Asia","rooftop_pv",2075,0.237728709397688
"Taiwan","rooftop_pv",2075,0.199958443018159
"Argentina","rooftop_pv",2075,0.232851931752879
"Colombia","rooftop_pv",2075,0.218840056417965
"USA","rooftop_pv",2080,0.200000279262481
"Africa_Eastern","rooftop_pv",2080,0.282363715819185
"Africa_Northern","rooftop_pv",2080,0.280199153483032
"Africa_Southern","rooftop_pv",2080,0.275541761511851
"Africa_Western","rooftop_pv",2080,0.273568227235575
"Australia_NZ","rooftop_pv",2080,0.272521652317379
"Brazil","rooftop_pv",2080,0.246714494119666
"Canada","rooftop_pv",2080,0.12978073368063
"Central America and Caribbean","rooftop_pv",2080,0.251332170317252
"Central Asia","rooftop_pv",2080,0.214675695004816
"China","rooftop_pv",2080,0.239885029426934
"EU-12","rooftop_pv",2080,0.16551956929014
"EU-15","rooftop_pv",2080,0.183181868960465
"Europe_Eastern","rooftop_pv",2080,0.162879869293459
"Europe_Non_EU","rooftop_pv",2080,0.219534769437492
"European Free Trade Association","rooftop_pv",2080,0.109905752008991
"India","rooftop_pv",2080,0.247360718865892
"Indonesia","rooftop_pv",2080,0.231764576189658
"Japan","rooftop_pv",2080,0.18912205972257
"Mexico","rooftop_pv",2080,0.268432483099031
"Middle East","rooftop_pv",2080,0.273721280338651
"Pakistan","rooftop_pv",2080,0.259618517029136
"Russia","rooftop_pv",2080,0.130216351736842
"South Africa","rooftop_pv",2080,0.27614644654131
"South America_Northern","rooftop_pv",2080,0.243079328743256
"South America_Southern","rooftop_pv",2080,0.240659276187326
"South Asia","rooftop_pv",2080,0.254785619544027
"South Korea","rooftop_pv",2080,0.209226928209402
"Southeast Asia","rooftop_pv",2080,0.237728709397688
"Taiwan","rooftop_pv",2080,0.199958443018159
"Argentina","rooftop_pv",2080,0.232851931752879
"Colombia","rooftop_pv",2080,0.218840056417965
"USA","rooftop_pv",2085,0.200000279262481
"Africa_Eastern","rooftop_pv",2085,0.282363715819185
"Africa_Northern","rooftop_pv",2085,0.280199153483032
"Africa_Southern","rooftop_pv",2085,0.275541761511851
"Africa_Western","rooftop_pv",2085,0.273568227235575
"Australia_NZ","rooftop_pv",2085,0.272521652317379
"Brazil","rooftop_pv",2085,0.246714494119666
"Canada","rooftop_pv",2085,0.12978073368063
"Central America and Caribbean","rooftop_pv",2085,0.251332170317252
"Central Asia","rooftop_pv",2085,0.214675695004816
"China","rooftop_pv",2085,0.239885029426934
"EU-12","rooftop_pv",2085,0.16551956929014
"EU-15","rooftop_pv",2085,0.183181868960465
"Europe_Eastern","rooftop_pv",2085,0.162879869293459
"Europe_Non_EU","rooftop_pv",2085,0.219534769437492
"European Free Trade Association","rooftop_pv",2085,0.109905752008991
"India","rooftop_pv",2085,0.247360718865892
"Indonesia","rooftop_pv",2085,0.231764576189658
"Japan","rooftop_pv",2085,0.18912205972257
"Mexico","rooftop_pv",2085,0.268432483099031
"Middle East","rooftop_pv",2085,0.273721280338651
"Pakistan","rooftop_pv",2085,0.259618517029136
"Russia","rooftop_pv",2085,0.130216351736842
"South Africa","rooftop_pv",2085,0.27614644654131
"South America_Northern","rooftop_pv",2085,0.243079328743256
"South America_Southern","rooftop_pv",2085,0.240659276187326
"South Asia","rooftop_pv",2085,0.254785619544027
"South Korea","rooftop_pv",2085,0.209226928209402
"Southeast Asia","rooftop_pv",2085,0.237728709397688
"Taiwan","rooftop_pv",2085,0.199958443018159
"Argentina","rooftop_pv",2085,0.232851931752879
"Colombia","rooftop_pv",2085,0.218840056417965
"USA","rooftop_pv",2090,0.200000279262481
"Africa_Eastern","rooftop_pv",2090,0.282363715819185
"Africa_Northern","rooftop_pv",2090,0.280199153483032
"Africa_Southern","rooftop_pv",2090,0.275541761511851
"Africa_Western","rooftop_pv",2090,0.273568227235575
"Australia_NZ","rooftop_pv",2090,0.272521652317379
"Brazil","rooftop_pv",2090,0.246714494119666
"Canada","rooftop_pv",2090,0.12978073368063
"Central America and Caribbean","rooftop_pv",2090,0.251332170317252
"Central Asia","rooftop_pv",2090,0.214675695004816
"China","rooftop_pv",2090,0.239885029426934
"EU-12","rooftop_pv",2090,0.16551956929014
"EU-15","rooftop_pv",2090,0.183181868960465
"Europe_Eastern","rooftop_pv",2090,0.162879869293459
"Europe_Non_EU","rooftop_pv",2090,0.219534769437492
"European Free Trade Association","rooftop_pv",2090,0.109905752008991
"India","rooftop_pv",2090,0.247360718865892
"Indonesia","rooftop_pv",2090,0.231764576189658
"Japan","rooftop_pv",2090,0.18912205972257
"Mexico","rooftop_pv",2090,0.268432483099031
"Middle East","rooftop_pv",2090,0.273721280338651
"Pakistan","rooftop_pv",2090,0.259618517029136
"Russia","rooftop_pv",2090,0.130216351736842
"South Africa","rooftop_pv",2090,0.27614644654131
"South America_Northern","rooftop_pv",2090,0.243079328743256
"South America_Southern","rooftop_pv",2090,0.240659276187326
"South Asia","rooftop_pv",2090,0.254785619544027
"South Korea","rooftop_pv",2090,0.209226928209402
"Southeast Asia","rooftop_pv",2090,0.237728709397688
"Taiwan","rooftop_pv",2090,0.199958443018159
"Argentina","rooftop_pv",2090,0.232851931752879
"Colombia","rooftop_pv",2090,0.218840056417965
"USA","rooftop_pv",2095,0.200000279262481
"Africa_Eastern","rooftop_pv",2095,0.282363715819185
"Africa_Northern","rooftop_pv",2095,0.280199153483032
"Africa_Southern","rooftop_pv",2095,0.275541761511851
"Africa_Western","rooftop_pv",2095,0.273568227235575
"Australia_NZ","rooftop_pv",2095,0.272521652317379
"Brazil","rooftop_pv",2095,0.246714494119666
"Canada","rooftop_pv",2095,0.12978073368063
"Central America and Caribbean","rooftop_pv",2095,0.251332170317252
"Central Asia","rooftop_pv",2095,0.214675695004816
"China","rooftop_pv",2095,0.239885029426934
"EU-12","rooftop_pv",2095,0.16551956929014
"EU-15","rooftop_pv",2095,0.183181868960465
"Europe_Eastern","rooftop_pv",2095,0.162879869293459
"Europe_Non_EU","rooftop_pv",2095,0.219534769437492
"European Free Trade Association","rooftop_pv",2095,0.109905752008991
"India","rooftop_pv",2095,0.247360718865892
"Indonesia","rooftop_pv",2095,0.231764576189658
"Japan","rooftop_pv",2095,0.18912205972257
"Mexico","rooftop_pv",2095,0.268432483099031
"Middle East","rooftop_pv",2095,0.273721280338651
"Pakistan","rooftop_pv",2095,0.259618517029136
"Russia","rooftop_pv",2095,0.130216351736842
"South Africa","rooftop_pv",2095,0.27614644654131
"South America_Northern","rooftop_pv",2095,0.243079328743256
"South America_Southern","rooftop_pv",2095,0.240659276187326
"South Asia","rooftop_pv",2095,0.254785619544027
"South Korea","rooftop_pv",2095,0.209226928209402
"Southeast Asia","rooftop_pv",2095,0.237728709397688
"Taiwan","rooftop_pv",2095,0.199958443018159
"Argentina","rooftop_pv",2095,0.232851931752879
"Colombia","rooftop_pv",2095,0.218840056417965
"USA","rooftop_pv",2100,0.200000279262481
"Africa_Eastern","rooftop_pv",2100,0.282363715819185
"Africa_Northern","rooftop_pv",2100,0.280199153483032
"Africa_Southern","rooftop_pv",2100,0.275541761511851
"Africa_Western","rooftop_pv",2100,0.273568227235575
